text,label,label_name
"Christians, what do you think about this dream I had last night? A man was driving west through Arizona on an interstate highway when he looked at his dashboard and saw he was almost out of gas.  There were no roadside stations in sight but he needed gas very soon.  The next exit was for a small town about 3 miles off the interstate so he took the exit to find gas.  It was a cold, wet, windy, winter day and as he traveled down the road to the little town he noticed a young man walking on the side of the road toward the interstate.  With little concern he traveled on to the town and filled up his tank.  \n\nAs he turned and drove back to the interstate he came upon the young  man again.  He was wearing a light jacket holding his arms close to his chest leaning forward into the freezing wind and rain obviously miserable and cold.  As the car approached the young man on the road he just barely put out his left thumb so as to indicate he needed a lift but trying to maintain some body heat.\n\nAs the driver passed by the young  man something inside him told him to stop.  He had never before stopped to pick up anyone like this before.  He brought his car to a stop about a quarter mile down the road from the young man.  As he turned to look back through the rear windshield he could see the young man running down the road toward his car.  Soon the young man was standing at the passenger door looking in the through the window the driver had lowered.  \n\n“I sure could use a lift,” said the young man.  The driver asked,  “which way do you need to go?”  The young man replied, “I need to go east.  Are you going that way?”  The driver hesitated for just a moment and then said, “Yeah.  I’m going east.  Get in.”\n\nThe young man almost jumped into the car.  His hair was covered in ice and with the warmth of the car it began to melt and drip from his hair.  As the driver pulled onto the road heading back to the highway he asked the young man, “where do you need to go?”  He replied, “I’m trying to get to my dad’s house in Virginia”.  The driver said, “That’s a long way to hitch hike don’t you think?  Why didn’t you call you dad and get some help getting back home?”\n\nThe young man replied, “ I haven’t talked to my dad in 5 years.  I left home on bad terms with him.  I was doing some things I new I shouldn’t do and dad didn’t approve.  So I left and said I’m never coming back.  Now I’ve lost my job.  I’ve lost my girl friend.  I have no money, no friends, and no place to live.  I don’t have anything left and nowhere to go.  I was afraid to call him. What if he said no I can’t come home?  Then what would I do?  Where would I go?  I thought if I can just make it back home maybe I can walk up and knock on his door.  Tell him how sorry I am.  Maybe he would let me come home.”\n\nThe driver pulled his car onto the interstate and headed east retracing the path from which he had just come.  The two continued to talk about what had happened in the young man’s life.  \n\nAs they drove and talked they soon came to a large city.  The driver without saying why began following the signs that showed the way to the airport.  The young man asked, “Where are we going.”  The driver responded, “I’m going to pay for a ticket for you to fly home.  You need to be with your dad.”  The two went into the airport together where the driver bought the ticket.  He handed it to the young man and said, “you’d better hurry you’re going to miss your flight.”  The young man hugged the driver and then with tears in his eyes he said, “You know, you didn’t have to do this, did you?”  \n\nThe driver paused for just a moment and looking back into the young man’s eyes responded, “ Yeah, I think I did.”\n\nI then found myself looking up a the crucified Jesus hanging on the cross looking down into my eyes.  I looked up at him acknowledging what He had done for me and with tears in my eyes I said, “You know, You didn’t have to do this, did You?”   \n\nJ",0,Society & Culture
is there any one who is LDS out there? ,0,Society & Culture
How do you say 'happy sweet 16' or happy birthday in Japanese? I'm looking for the signing of it? ,0,Society & Culture
some pros and cons for mexican immigration? ,0,Society & Culture
"How does ""Jesus dying for our sins"" make any sense at all? I mean, god could forgive our sins with a snap of his fingers.\n\nEven if he sends his son down, why does he have to die to save our souls? It is a test run? Does god need a practice try of saving a soul? How does Jesus dying forgive our sins that god could not do before?\n\nIs the catholic faith that illogical?\n\nhttp://flushaholybook.com",0,Society & Culture
What is the one thing you want to accomplish before passing to the next life? ,0,Society & Culture
"i am writing an article on alternative choices for a funeral/burial, has anyone got any stories of info? ",0,Society & Culture
"what do think about Indians, who are from India.? i am an indian and i was just curious what people think of them.",0,Society & Culture
my g.f wants to see me pissing and don't let me go alone if i  desperately needed to pee but i'm shy to do it ,0,Society & Culture
"Anybudy know we can translate from HU to EN this one wort ""megszentsegtelenithetetlensegeskedeseitekert"" ??? In the HU languege is 3 soo long and very comlicated words! IT IS REALY!",0,Society & Culture
"What are the guidelines for tipping movers and delivery people? I live in the San Francisco bay area and I am moving to a nearby city soon.  I know you are supposed to tip movers, but I'm not sure how much.  Is it a percentage of the total cost?\n\nAlso, if a delivery person goes above and beyond in delivering an item for you, are you supposed to tip them, and how much if so?",0,Society & Culture
What are some good books for learning about your religion?  Besides your scripture? Just looking for some interesting reading.,0,Society & Culture
this lady asked if she could bless me.....what should i do? wtf this crazy psycho lady came to my job and asked if she could bless me and said all this crazy stuff\n\nshe asked for my hand and was like hellllzzzz naw and was even gonna tell her i was an atheist just to get her away \n\nwhat should i do??,0,Society & Culture
Is Gotti still alive? ,0,Society & Culture
Why is christmas candy out already? It's not even December yet! Thanksgiving hasn't even passed yet! Are people really buying christmas decorations and candy now? Ridiculous!,0,Society & Culture
Any good ideas for games for an adult anti-Valentine's party that has couples & singles attending? ,0,Society & Culture
Is this man gay?...? Jamie Hyneman from Mythbusters. (Discovery channel). Is he gay? Just wondering... that's all.,0,Society & Culture
"have you ever heard of burring a Joseph figurine in the ground to sell your house? we are currently trying to sell our house and we had heard that if you  bury a figurine of Joseph upside down in the ground outside your front door it will sell. however the catholics believe that you should never bury any such figure of christ, which makes since. we are not catholic, but religious, and we have had some friends try this and it worked, what is your take? did it work? how do you feel about it?",0,Society & Culture
"If a musician goes to hell, can we still listen to his songs in heaven? ",0,Society & Culture
"Why are there so many different sects in Islam. Shites, Sunnis etc.,? And why do they hate each other, enough to kill.",0,Society & Culture
"If I hand out free sunglasses,  will God and his followers see the truth? RAmen.",0,Society & Culture
why are white chicks not attracted to asian dudes in general? ppl's common assumption that asians have small penises is actually not valid in many cases. Do Asian guys just look fugly to white chicks? I am just curious.,0,Society & Culture
"What does the ""cut through red tape"" mean? ",0,Society & Culture
Does anyone have a jock fetish? Tell me about it if you do via a message.,0,Society & Culture
"Where does the term ""break a bone"" come from and what does it really mean? Surely, when someone is going to give the performance of their life you wish them all the success in the world? You don't want them to break a bone - nor to break their neck! So what does this term really mean and where does it derive from?\n\nI'm so curious about if anybody finds that out! Please remember to add the link. Thank you!",0,Society & Culture
"How did we get some many experts on GOD and how he behaves? I had a Muslim just tell me how GOD likes to speak to people. Ive also ofcourse had other religious wacko freaks tell me alllll about how GOD does his thing...in great detail....where did we get alll these f*** experts and why are they usually the dumbest among us?\n\nI know...God speaks through the dumb people...or the people with the ""faith of a child"" (iq of a pinhead).",0,Society & Culture
"What is a TomKat? I was just reading in a personal improvement message about gossip?  The authur asked people to raise their hands if they knew what a TomKat was.  It is not an airplane, actor/actress, wattage for a light bulb. What is a TomKat?",0,Society & Culture
"some1 is not good looknig and always get annoyed by others, what shoud he do?? ",0,Society & Culture
Why are women whores and men score? double standard?,0,Society & Culture
Why do so many people say that spanishes and mexicans look the same? Actually i've seen that they both look pretty different. Spanishes are so much whiter than mexicans.,0,Society & Culture
"what does this mean: Ohayo Watashi wa Nihonjin to moshimasu e.Suru konomu Mika Nakashima Ongaku?? its in Japanese, but I don't know what it means.",0,Society & Culture
what is french kissing?Is it some where near the legs?why is it so different.? can men n women both do it.,0,Society & Culture
why am i gay?? ,0,Society & Culture
Can the marriage ceremonies of today be found in the Bible? ,0,Society & Culture
I saw this sticker on a stop sign. How does it make you feel? 3 Nails + 1 Cross = 4Given\nWhile the words made me smile the fact that someone thought sticking this on a stop sign was a good thing kind of ruined the moment. Same with the signs people post on telephone poles. \nJesus is coming 1999 with a slash through it then 2004 slash through it and then 2006 with a ? \nHow about my all time favorite\nGot Jesus?\n\nWhile I understand the point of these postings I just think there is a place for them. I don't believe telephone poles and stops signs are really a good way to spread the word.\nWhat do you think? I kind of see it as littering or blocking up the scenery and breaking up my mind! Is it just any place is ok as long as you get the word out?\nLove & Light\nSharon\nOne Planet = One People,0,Society & Culture
whats inside the bermuda triangle? 100 point for you who can answer this? ,0,Society & Culture
When an association brings a welcome to the neighborhood gift is a thank you note required to be sent to them? ,0,Society & Culture
"You want free service of credit cards all are available here? You like to earn $30,000+ per month online money making,work from home, data entry jobs, all are available here\nclick here\n\nhttp://dollars4u.50webs.com/\n\nYou want free service of credit cards all are available here\nclick here\n\nhttp://allcreditcards.50webs.com/\n\nYou like get free domain name and web hosting all are available here\nclick here\n\nhttp://domain2u.50webs.com/\n\nYou want Loan and Insurance very Fast and Esay available here\nclick here\n\nhttp://www.freewebs.com/winfais/loan.htm\n\nany body want USA UK Canada Australia jobs with VISA sponsorship \nclick here\n\nhttp://visajobs2u.50webs.com/",0,Society & Culture
"Can the HOLY TRINITY be revealed in How we are Created in God's Image? God is spirit. He cannot be seen. If you were to examine all the creatures, the CREATOR has made a pattern emerges: angels and demons are intellectual creatures without a body; plants and animals do not have an intellect but a body and mortal soul. IT IS ONLY LIVING, HUMAN, BEINGS, that have a MIND, BODY, and SOUL. Only human beings have all three. Now, living, human, being is the existence of man. Those words describe the essence of man's mind, body, and soul. The Body is living, the Mind makes us human and distinguishing us from animals, and our Soul makes us the being that we become (good or evil).\n\nNow, even Muslims will agree Allah is omnipotent (all powerful), omniscient (all knowing), and omnipresent (ever present). These words describe the existence of God. So, what is the essence of God? I will hold off answering this question till the end.",0,Society & Culture
"Black people in London? I am a japanese and I never saw a black people because going to London. I am sorry that the black people I met are rather difficult to work with, or being labelled as a trouble-maker. Would like to hear what black people think. Please of course BE POLITE.",0,Society & Culture
"Don't you hate how labels and stereotypes are applied to people in society? Christian, Atheist, Agnostic,  Democrat, Heterosexual, Conservative, Independent, Republican, Catholic, Homosexual, Gay, White, Black, Overwieght, skinny, smart, stupid. etc.",0,Society & Culture
"whats important to u-name,fame or self-satisfaction? ",0,Society & Culture
"Does this make me a snob? When I'm voting for a best answer, or looking to give a thumbs up to resolved questions, I'm kind of picky.  If, in the answer, the person seems too lazy to type out the answers (using u instead of you, r instead of are, refusing to use punctuation, that kind of thing), if they're trying to hard to sound like they have no clue what English is (dawg, iz, the I'm so cool I have to write like an idiot stuff), or if they do the crazy thing with caps on, caps off, caps on, caps off thing, I refuse to vote for them!  Is there anyone else that does that, or am I just a snob or mean?",0,Society & Culture
I have a serious question for religious people about evolution? lets say that you believed evolution to be true.   is the reason why evolution so controversial because it will prove the bible is wrong? not even about god creating the earth but because of the age of the earth itself?  i dont wanna try to sound like im dissing religion but i wanna know why it is bad to be taught in the first place,0,Society & Culture
Will it be too late for unbelievers when Jesus appears on the clouds? Or will they have the oportunity to be saved,0,Society & Culture
If you had a cat what would you call it? if you had a cat what would you call it i need lots of names of cats any1 who who gives me a good name shall be credited with 20 pounds through paypal. thanks,0,Society & Culture
I need to know what is difference from an idiot and being retarded and which one will  get me welfare? ,0,Society & Culture
Why do gay men feel age is so important? ,0,Society & Culture
Can slavery be justified? ,0,Society & Culture
"What are some good, cheap things to get people for Christmas at the last minute? ",0,Society & Culture
How does the scientifically-proven existence of dinosaurs fit into the Bible? Did God change her mind? ,0,Society & Culture
"Did the young Mother rightfully get kick of a commercial flight for nursing her baby? Gillette, said her troubles began when she and her husband and their almost 2-year-old daughter River were traveling from Vermont to New York. Their flight was delayed three hourst (booked through Delta Air Lines) \nThe family headed to their seats at the back of the little plane. Mother and daughter took the window seat in the second to last row; River’s dad took the aisle seat. As the plane was getting ready to move, Gillette tucked in next to the window and began to discreetly nurse River.That’s when Gillette noticed the lone flight attendant holding out a blanket, telling Gillette that she needed to cover up.,” she says. “I was being as discreet as possible.” When Gillette refused, Gillette says the flight attendant responded; “You are offending me. You need to cover up.” Gillette refused again.   Gillette says the flight attendant huffed off, and returned with a ticket agent, who told the family that they were being thrown off the plane.",0,Society & Culture
why do zionist or israelies hate other religions? ,0,Society & Culture
"I have no gas, electricity or running water at home. Yet I am very happy. Why want more ? ",0,Society & Culture
Are you tired of the issues: why are Blacks called African-American and why are whites called Caucasian? ,0,Society & Culture
"What is the best way to fight alcoholism? Before I ruin a perfect relationship with someone whom I love very much, I NEED to quit my drinking.  Is cutting back an option?  Has alcohol ruined you or someone you care for?",0,Society & Culture
"This question is for confirmed CHRISTIANS only.? This has not happened to me. I just found this an incredible question to get people talking. WHAT WOULD YOU DO IF YOUR SPOUSE CAME HOME ONE DAY AND TOLD YOU THAT THEY WERE NO LONGER A BELIEVER? BUT THAT THEY HAD TAKEN UP ATHEISM. close your eyes and think about it, answer hosestly!",0,Society & Culture
Share your most recent dreams. (sleeping dreams)? ,0,Society & Culture
this concerning conversation? women when you have a conversation do you expect to be stimulated (your brain) through the conversation? and if the answer is yes how does one go about doing it,0,Society & Culture
"Of the Seven Deadly Sins, which are you most guilty of? What is the one sin you are guilty of the most?\n\nI will reveal mine when I am satisfied with the quantity and quality of answers.\n\nThe best answer (the most honest and thoughtful answer) will get the ten points....choose your words wisely!\n\nThank you for participating!",0,Society & Culture
"Overstepping the boundaries again? I am straight.  I don't know if my boyfriend is fantasizing about me being with another woman or if he is just trying to offend me. But, he keeps calling me gay.  He even asked me tonight if I would be the ""butch"" one or the ""femme"" one when I tried talking to him about it.  I do not express interest in other women.  I like guys.  So, why does he keep calling me gay just because I respect peoples' differences?  Is he a homophobe?  I tried talking to him about this tonight, and he said he does not mind gay women just the gay guys because they have always been kind of mean to him in his experiences.  I told him that is only a few experiences he has had though-that's not the whole gay community.  I have already posted another question similar to this one.  I don't know how to end my relationship with him if he is overstepping the boundaries of humor to verbal abuse.  Any suggestions or insights...and please remember, I have already tried talking to him about this behavior of his.",0,Society & Culture
"When is Mother's Day, 2006? ",0,Society & Culture
why people like blonde's? whats so special about them?,0,Society & Culture
Do we support conversion of poor and illiterate Indians to Christianity by allurement and bribery? ,0,Society & Culture
"When God said ""Let there be Cats"", was He promptly ignored? ",0,Society & Culture
is christianity a white religion? heres something: most christian colleges in america were whites only. the most racist states were the most religious.,0,Society & Culture
Where can i find an estimate of how many people smoke weed everyday?? I need to know for an argument paper at school......I cant find it anywhere and I need to know by monday,0,Society & Culture
"How does one ""get jiggy""? ",0,Society & Culture
"Dems vs. Reps, Creationists vs. Evolutionists on Yahoo Answers. Has anyone actually done any good? All of the name calling, accusations of stupidity, cleaverly worded rhetorical questions basically stating that the other side of the debate is stupid.. has any of this done anyone a lick of good? Does it even make you feel any better, or does it just make you more angry, and therefore write more questions, when you see all of the answers that you don't agree with? Do you ever feel like you are getting cought in a cycle?",0,Society & Culture
what is the proper way to address a letter? ,0,Society & Culture
do you think a guy and a girl can REALLY be friends? ,0,Society & Culture
"Why can't people understand the priest rapist issue? The percentage of rapists that snuck into the priesthood is 3%, and alot of them turned out to be members of cults that snuck into the Catholic Church or they were heretics that should have been kicked out.\n\nThe media is full of Atheists on the left and Protestants on the right, both of which hate Catholics and want to make the Church look bad.\n\nSexual abuse occurs in ALL religions, duh!  Its just that the Catholic Church is the biggest religion, therefore its also the easiest thing to spot whenever something bad happens.\n\nAn Early Church Father once said, ""Look not at others in search of the AntiChrist, but look inside yourself and make sure you yourself are not of AntiChrist.""\n\nIt seems many people from ALL groups have forgotten that.",0,Society & Culture
"Why do black girls always say I'm so crazy?  (""You so crazy"")? ",0,Society & Culture
What are some central beliefs in Confucianism and where did it originate? ,0,Society & Culture
See 2 Kings 19 and Isiah 37...Does the Bible plagiarize it's self? ,0,Society & Culture
"IF I declare everyone was born a BUSLIM, can you prove to me you were not born a BUSLIM? ",0,Society & Culture
Why are people so rude? I was walking in the hallway and someone pushed me and acted like I was the jerk. Upperclassmen are so mean to freshman. (not all of them). then one girl said she hated me (I think one of her friends were across the hall or something) But it makes me feel bad. I can't be rude back i feel so bad. Question is why do people act this way?,0,Society & Culture
"What do you consider ""good manners""? What do you consider to be good manners in a person? At the office, workplace,school, etc.",0,Society & Culture
"Which nation has contributed the most to the world? In a good way of course. Think between now and at most 500 years ago, so don't go say so and so invented the wheel.\n\nThis is basically finding out what people think of who has done the best.",0,Society & Culture
"When will Israel attack Iran? I'm sure they will do it eventually. When do you think it will happen, this year?",0,Society & Culture
"Words that caucasians and blacks usually use a lot when they are talking? for example ,\n blacks : yo!\nwhites : awesome.",0,Society & Culture
"There are so many interpretaions of being born again.  What is truly the definitions of being born again? I have been reading the New Testament.  I have read where Jesus said, ""You must be born again to enter the kingdom of God"".  But I have heard so many interpretations about being born again.  What is truly being born again?",0,Society & Culture
how it will look like if every country in the world have one common general language?what is good/bad about it ,0,Society & Culture
"Whats the perfect Christmas gift for my girlfriend? My girlfriend said that she has everything including me and shes want nothing else but i still want to get her something special, what should i get her?",0,Society & Culture
"Who are the most ugly people of the world? The Polish?\nThe French?\nThe German?\nThe English?\n               in my opinion,The French :(",0,Society & Culture
How do I respond to someones answer to a question? I keep finding myself wanting to respond to another answer of a question that I have answered. How?,0,Society & Culture
Which country do you live in? ,0,Society & Culture
why do they call them apartments when thier stuck together? ,0,Society & Culture
Does anyone know where there is a good place online to get self piercing supplies? ,0,Society & Culture
question about peta? why do they even exist? and who r they to interupt a native american ritual?  as for furs???I wear them always-I DARE peta to blood my furs....man I hate PETA....come to columbus ohio peta...and SEEE me!  meet me at the indian center there..we all got our furs on with our feathers...bring it...,0,Society & Culture
Bonjour or hola? ,0,Society & Culture
"What does Indo-euro mean, like indo-euro invasion, indp-euro people, etc.? ",0,Society & Culture
is god lowerer case or upper case? ,0,Society & Culture
"Why is a comment only considered racist if its an insult, or derogatory? ",0,Society & Culture
Feast of Tabernacles? when i was 0-16 i went to a christion chirch we keept the pass over tabernacles and lots more I am now 24 i went to a few chirchis but non keep thees days. i dont no what it is but i keep geting a strong feeling that i need to keep thees days its not  the only reson i wont to go back to chirch bit its somthing i feel we shulld all be doing . i asked peple at a chirch i went to and thay have not heard of it but i feel for thes 7 days we shuld be with god what shuld i do,0,Society & Culture
"Why do atheists make no distinction between chaos, reason, science, religion, philosophy, art, and evolution? ",0,Society & Culture
Jesus or Moses? Who helps you make it through the day? ,0,Society & Culture
"Is it true that mormoms can have multiple wives? There are moromoms from Utah, in my country, and when you ask them they say its not true.\n\nThey say that it used to happen(in the old days)  when the church started, because there was a lot of persecussion, they had to make a long trip from east to west, and a lot of men were getting killed, so in order to protect families men had to marry several women.",0,Society & Culture
when was it decided that people should be buried 6 feet belowground? ,0,Society & Culture
is god real? more than yes or no.? ,0,Society & Culture
How can I get the Mormons to stop showing up at my front door? ,0,Society & Culture
"most people are mean or stupid or just brainwashed in to believing something. do you agree? just asking, so don't get your undies in a bunch.",0,Society & Culture
Why do Americans eat dinner so early in the evening? I'm from Brazil and here we usually eat dinner around 8 p.m.\nP.S: i'm makin' this question here cuz in Brazil Y!Answer none did know to answer it.,0,Society & Culture
How would you feel if wearing clothing was made optional in the country where you live? ,0,Society & Culture
"that's why Jesus had so much compassion? in addition to my previous question, He had so much compation for sinners, because He knew, He really knew what they where going through?",0,Society & Culture
who was the first Pope.? ,0,Society & Culture
"to jewish, christiands and muslims. tell me something intersting/strange/wierd/secrets about ur believe? i am sure for every believe there is something intersting in every believe. it can be something weird, strange, or a secret. \ntell me something that is uncommon about your believe.",0,Society & Culture
"Holiday blues?  Why don't we call them holiday reds? Instead of saying we're feeling blue, why don't we say we're feeling red?",0,Society & Culture
Want to know If anybody believes in Ghost Or Spirits? Has anyone ever seen a ghost or seen weird things going on?,0,Society & Culture
Who is a christian? ,0,Society & Culture
When were you last in a fight? What caused it and who won? ,0,Society & Culture
what bright yellow symbol was worn as a pin in the 1970s? ,0,Society & Culture
"Is it weird for a Christians to wear a hijab? I am a christian woman who has been studing a little on islam.  Though I plan on staying a christian, I just feel so drawn to this religion. It is like, I can't give up my faith in what I already believe in but there is this longing to know more about islam. \nI went and bought long scarf head coverings for me and my daughters. WHY? I don't know I just feel the need to cover ourselves. Is that weird for a christian to do so?\nMy grandma is so afraid that I am getting ""Too Curious"" meaning the devil could very easily decieve me. Sort of like curiousity killed the cat sort of deal. I don't know.",0,Society & Culture
"Greatest/most powerful mythical beasts, can be anything from vampires and werewolfs to ancient greek monsters? ",0,Society & Culture
"What are some of the best books you know of for learning Japanese, both spoken and written? If you know from experience, even better. If you know of any good websites too, let me know.",0,Society & Culture
How do blind people imagine things? By blind I am only referring to people who are blind from birth.\n\nHow do they imagine things? What do they dream? They sure have no idea about colours and other things. I always wonder how they visualize things?,0,Society & Culture
"What do you do if you've been fired from a job & your ex-co-worker still calls you and asks you for help? I was fired in April of 2006, and part of the reason I was fired was because I kept covering for a co-worker (the team secretary) and I was unable to get some of my projects completed in enough time to please my boss...  So now, she's calling me and asking me for help on projects!  Specifically, stuff that the IT people should be able to answer, and she asks, saying ""I know you don't work here anymore, but -on the basis of our friendship- I was hoping you could help me.""  It's so frustrating to me.  I helped her once, no charge, and today, when she asked again, I made her agree to buy me a few drinks....  \n\nHelp!  what do I do?  I really want to put this job behind me.",0,Society & Culture
"If you were a Jehovahs witness and believed in life forever in paradise? What would you want to do? remember there will be no pain, suffering, old age, death etc, would not need to fear animals? please dont answer and say, bad stuff about Jehovahs witnesses, i'm just asking what you WOULD do IF you believed it? oh yeah and if you are a Jehovahs witness what do you want to do?",0,Society & Culture
How prevalent is female circumcision in the world today? ,0,Society & Culture
How many persians are there? I wanna do a survey of how many persian people use Yahoo Answers!,0,Society & Culture
"As an Atheist, what are your views on mercy(grace), hope, love,  justice, faith, joy,  service,  and peace? These are so called Christian Values. I am an Atheist, yet I live by high values, maybe higher than the Christians. These are things I highly regard. I do not require a book or god to have moral values. What are your views on this?",0,Society & Culture
What do you think about an inspirational speaker such as Anthony Robbins? ,0,Society & Culture
"Is the ""American Dream"" just a dream anymore? ",0,Society & Culture
"Is celebacy a symbol of purity, or sterility? By seeing Jesus as celebite, arent you saying that no life could issue from His loins? Wouldnt Jesus the Husband and Father have more validity to the common man? I will contend that virgin girls are pure, but I would put forth that virgin men are kinda loosers. Isnt fertility and the ability, and inclination, to issue forth offspring a better symbol of Life? Tell me what makes celebacy so 'pure'.",0,Society & Culture
Do you think that the giant meatballs are the source of the beloved Flying Spaghetti Monster's power? How else could these humongous balls retain their shape? It must have been a miracle of some sort.,0,Society & Culture
what is asian civilization? ,0,Society & Culture
"Do any of you have a good friend who is of a different religion that you? If so, do you not talk about each other's beliefs, in order to avoid conflict? Or have you both learned to respect each other's beliefs?",0,Society & Culture
"Who will buy this wonderful feeling ?..? such a high, I swear I could fly. Who will tie it up in a ribbon and put it in a box for me!",0,Society & Culture
"When it comes to god as you know Her, why do you even need to ask? ...and if you don't ask, rather than argue, why not obey the lost commandment:\n\n11. Thou shoult keep  thy religion unto thyself.\n\n'tis my belief the world would be a much more peaceful place if everyone did....dontchathink?\n\nwOrd",0,Society & Culture
Why do churches have lightning rods? Where's the faith?,0,Society & Culture
"Need Gift Ideas for a Theme? My book group friends & I are having a holiday gift exchange and the theme is ""it contains letters."" Besides the obvious choices like a book or stamp kit, I am looking for a creative or unique idea to fit this theme. Thanks!",0,Society & Culture
"Isn't god worship a little unnecessary? I mean, gravity does more for us on a daily basis than God does and we don't even have to ask it to.  \n\nGravity changes the tides, it keeps the earth from exploding, it keeps you planted on the floor, it keeps the Earth in orbit and keeps our wonderful atmosphere from floating off into space and leaving us here to toast.  Gravity allows us to have satellite TV.  All of these things are provided to us by gravity, but gravity requires no worship.  \n\nYou don't hear gravity inspiring people to write books about torturing us if we don't worship it.\n\nI think we should worship gravity, in all of it's humility, agreed?",0,Society & Culture
"Do you think that most Hispanics are white? I'm Italian, and I know for a fact that most Southern Europeans don't have the blue-eyed/blonde-haired look.  We tend to have darker hair, brown eyes, and a Mediterranean skin tone.  A lot of people might look at Hispanics and say that they must be part South American Indian, but take a look at some full-blooded Spanish celebs:\nAntonio Banderas (born in Spain):http://www.todocorazon.net/images/topics/antonio_banderas.bmp\nCatalina Sandino Moreno: http://us.movies1.yimg.com/movies.yahoo.com/images/he/photo/movie_pix/oscars/77th_academy_awards_luncheon_photos/catalina_sandino_moreno/oscar6.jpg\nEnrique Iglesias (born in Spain):http://rds.yahoo.com/_ylt=A9gnMiAX31tFLEsAaKCjzbkF;_ylu=X3oDMTA4NDgyNWN0BHNlYwNwcm9m/SIG=12ojhhskk/EXP=1163735191/**http%3a//www.danceage.com/gallery/data/media/81/enrique-iglesias-6.jpg\n\nHow great is the ethnic or racial difference between the average Mexican or Hispanic from those actually coming from Spain.  Aren't most Hispanics white (European)?",0,Society & Culture
Why do you Celebrate Christmas When.....? its a lie that Jesus was born on December 25th\n\nChristmas is the winter eqinox and the Pagan had a Winter Celebration for that time...,0,Society & Culture
"Will a deaf and blind  person ever know God? we read books or religions, and listen to the preachers . But there are people who are deaf and blind at the same time. will they ever know  about God?",0,Society & Culture
What do you mean by itul? Is it a skirt? ,0,Society & Culture
"If a human was cloned...would the clone have a ""Soul""? ",0,Society & Culture
"is everyone in the navy gay? if noticed that everyone in the navy is gay, is that true?",0,Society & Culture
Why is it that the different branches of christianity dislike each other so much? Pardon my ignorance. i only know basics of christianity.,0,Society & Culture
"In English, when you refer to a company do you say ""she""? For example, talking about a company would you say ""She is the largest""? Do you ever relate to a company using ""it""?",0,Society & Culture
"Anyone Interested in Co-Writing? I have for many years been a writer of Fantasy/Romance/Horro/and Children stories but I have always done so mostly for my pleasure and that of my own children. Would anyone care to co-write with me seriouly - help plan it, write it, and try to have it published? \n\nShould we be blessed and get it published - we'll split it down the middle.  robert_patti@applebank.net",0,Society & Culture
Has anyone here converted from Christianity to Budism? If so how has it changed your life and how did your friends and loved one's react to your conversion? Also why did you convert in the 1st place? Thank you for your time.,0,Society & Culture
Do you know of an English-speaking Course in Miracles or Attitudinal Healing study group in the Tokyo area? ,0,Society & Culture
Info on Victorian England apprenticeships.? ,0,Society & Culture
"How can I say ""No!"" to the requests that I don't want to do? ",0,Society & Culture
"Why is the German word for ""bless you"" a household word in America vs. ""bless you"" in other languages? ",0,Society & Culture
How many atheists does it take to screw on a light socket? ,0,Society & Culture
"Pre-teens,teens please answer these questions honestly:? 1:Do you know what is the average age to have one's first sexual experience? #2:Do you know the statistics on contracting the HIV/AIDS virus? #3:Do you believe that you receive enough information,sex education at the school level? Now please be as honest as you can. Please state your AGE & Answers. I will post the results once tabulated. The reason for these questions is the growing gap between fact and fiction.  Thank you ALL for participation.",0,Society & Culture
